2021-02-26T16:04:12.148Z [AUDIT] Token created by 'anonymous': tokenId='06b58867-4135-4c18-af32-837f949ff034', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-05T19:41:48.023Z [AUDIT] Token created by 'jffe@000': tokenId='a4b27ef8-f5b4-4e63-89a4-ab990729106b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614973908023, refreshable=false
2021-03-05T19:41:48.024Z [AUDIT] Token created by 'jffe@000': tokenId='8004c4e7-e386-46da-946c-84be6aa15a03', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614973908024, refreshable=false
2021-03-05T19:51:48.143Z [AUDIT] Token created by 'jffe@000': tokenId='e00db3b8-4575-441c-af33-ba004d73c006', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614974508143, refreshable=false
2021-03-05T19:51:48.150Z [AUDIT] Token created by 'jffe@000': tokenId='d2a3facb-08f7-495e-bdd7-6073930420a6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614974508149, refreshable=false
2021-03-05T19:51:48.154Z [AUDIT] Token created by 'jffe@000': tokenId='863a2274-d820-4521-ab42-da27f4a04134', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614974508153, refreshable=false
2021-03-05T19:51:48.178Z [AUDIT] Token created by 'jffe@000': tokenId='ff75661e-765f-4c6e-a20d-92fa18a431e3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614974508177, refreshable=false
2021-03-05T20:01:48.239Z [AUDIT] Token created by 'jffe@000': tokenId='38332223-6bca-4778-98e9-d46ded1e8f82', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614975108239, refreshable=false
2021-03-05T20:01:48.244Z [AUDIT] Token created by 'jffe@000': tokenId='dfbf1bb2-6df0-47c8-b32c-882b37a43213', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614975108244, refreshable=false
2021-03-05T20:01:48.246Z [AUDIT] Token created by 'jffe@000': tokenId='04d635b3-bcb6-433b-8fed-179b1b4b67fd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614975108246, refreshable=false
2021-03-05T20:01:48.248Z [AUDIT] Token created by 'jffe@000': tokenId='49c441d2-2176-4cc0-b3c3-81398f946649', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614975108247, refreshable=false
2021-03-05T20:11:48.293Z [AUDIT] Token created by 'jffe@000': tokenId='6b9b32d4-0ac9-4d3b-bc53-3ce03b408307', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614975708293, refreshable=false
2021-03-05T20:11:48.293Z [AUDIT] Token created by 'jffe@000': tokenId='1686991e-7593-40cd-b7b1-88f592d9193e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614975708293, refreshable=false
2021-03-05T20:11:48.293Z [AUDIT] Token created by 'jffe@000': tokenId='ccc95e8b-b30e-4326-a95d-df683751fff1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614975708293, refreshable=false
2021-03-05T20:11:48.293Z [AUDIT] Token created by 'jffe@000': tokenId='b7dfdb7c-0d0c-4c10-8b5b-e13078565b96', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614975708293, refreshable=false
2021-03-05T20:21:48.425Z [AUDIT] Token created by 'jffe@000': tokenId='ec47b1bc-d9a8-4a4a-9e7c-ebf4f07d75ff', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614976308425, refreshable=false
2021-03-05T20:21:48.425Z [AUDIT] Token created by 'jffe@000': tokenId='55ed61c4-cd7f-4c6f-8291-5fab4a25554b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614976308424, refreshable=false
2021-03-05T20:21:48.430Z [AUDIT] Token created by 'jffe@000': tokenId='ba812e1f-ca7a-46fc-80c3-f5dd97318e4d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614976308430, refreshable=false
2021-03-05T20:21:48.433Z [AUDIT] Token created by 'jffe@000': tokenId='c428055e-6221-4b3e-af10-18ecf463bc61', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614976308433, refreshable=false
2021-03-05T20:31:48.508Z [AUDIT] Token created by 'jffe@000': tokenId='aa476ed5-bf3f-49af-9000-892ad09b2f29', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614976908508, refreshable=false
2021-03-05T20:31:48.508Z [AUDIT] Token created by 'jffe@000': tokenId='4ece7717-3709-45a4-b59e-869dfbcb83c0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614976908508, refreshable=false
2021-03-05T20:31:48.514Z [AUDIT] Token created by 'jffe@000': tokenId='b85e9b4a-d4e0-443f-8a94-2beaa21844f6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614976908514, refreshable=false
2021-03-05T20:31:48.516Z [AUDIT] Token created by 'jffe@000': tokenId='95041b43-75df-4a97-9ad0-ebff7168b885', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614976908516, refreshable=false
2021-03-05T20:41:48.647Z [AUDIT] Token created by 'jffe@000': tokenId='d4bc83d2-9719-4a21-be3d-3d13095b8c71', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614977508647, refreshable=false
2021-03-05T20:41:48.647Z [AUDIT] Token created by 'jffe@000': tokenId='7f4d09c1-46bb-4b94-8803-184735f5800a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614977508647, refreshable=false
2021-03-05T20:41:48.647Z [AUDIT] Token created by 'jffe@000': tokenId='42627ab0-fa89-45ef-ae43-c25bd4ef40d7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614977508647, refreshable=false
2021-03-05T20:41:48.649Z [AUDIT] Token created by 'jffe@000': tokenId='767c657e-a78a-46f4-ba38-b51f6119a600', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614977508649, refreshable=false
2021-03-07T15:51:07.951Z [AUDIT] Token created by 'jffe@000': tokenId='e7d7dbbd-00c4-4b7c-b295-1c36b011ed2c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615132867951, refreshable=false
2021-03-07T15:51:07.952Z [AUDIT] Token created by 'jffe@000': tokenId='90e9fa8e-7ad9-417b-b7b0-cc8c3f81c83e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615132867952, refreshable=false
2021-03-07T15:51:07.952Z [AUDIT] Token created by 'jffe@000': tokenId='3167b6a1-45ae-455a-bbeb-a72d8e6b2abb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615132867952, refreshable=false
2021-03-07T15:51:07.952Z [AUDIT] Token created by 'jffe@000': tokenId='f767d717-319d-4c7a-a7f7-b92b06cd8040', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615132867952, refreshable=false
2021-03-07T15:55:31.593Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='46a678fe-ca3d-482d-978b-d5c93eb1ea1d', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615218931581, refreshable=true
2021-03-07T15:55:31.594Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='6fe1507f-75f6-4f74-b37d-31008b7ce19a', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615218931585, refreshable=true
2021-03-07T15:55:31.599Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='4d29b4ac-8dc2-4b0b-bc8d-b8efc8542844', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615218931585, refreshable=true
2021-03-07T15:55:31.599Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='ef3b450a-eb7a-4a9c-9914-110d8b0a1b84', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615218931587, refreshable=true
2021-03-07T16:01:08.056Z [AUDIT] Token created by 'jffe@000': tokenId='77e498b3-86f4-4e41-93ba-9324503cf08f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615133468055, refreshable=false
2021-03-07T16:01:08.066Z [AUDIT] Token created by 'jffe@000': tokenId='d41b036a-bd37-4551-8a6c-6feea370bdca', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615133468066, refreshable=false
2021-03-07T16:01:08.076Z [AUDIT] Token created by 'jffe@000': tokenId='80cd885a-1707-4820-9bfe-e8bb5c26bb2b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615133468076, refreshable=false
2021-03-07T16:01:08.095Z [AUDIT] Token created by 'jffe@000': tokenId='cc6a2224-ed97-4840-95a3-13473ae37b54', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615133468094, refreshable=false
2021-03-07T16:11:08.144Z [AUDIT] Token created by 'jffe@000': tokenId='c0165cfd-30cb-42f9-939e-4c04089217ae', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615134068144, refreshable=false
2021-03-07T16:11:08.145Z [AUDIT] Token created by 'jffe@000': tokenId='9a277516-f979-4a1f-9f3c-dfa358dc3493', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615134068144, refreshable=false
2021-03-07T16:11:08.145Z [AUDIT] Token created by 'jffe@000': tokenId='28e2b7ea-94e4-4065-a2f0-26dd79426fbe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615134068145, refreshable=false
2021-03-07T16:11:08.152Z [AUDIT] Token created by 'jffe@000': tokenId='8e2e713e-2e94-420d-9aef-80da33919337', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615134068152, refreshable=false
2021-03-07T16:21:08.226Z [AUDIT] Token created by 'jffe@000': tokenId='bf61a88f-dfd1-4e21-86a7-87586072a6cc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615134668226, refreshable=false
2021-03-07T16:21:08.226Z [AUDIT] Token created by 'jffe@000': tokenId='41ea9b00-ec10-43b7-84a0-6573b966ad7a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615134668226, refreshable=false
2021-03-07T16:21:08.227Z [AUDIT] Token created by 'jffe@000': tokenId='0a8b965c-4950-4562-883f-1cb48dc74941', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615134668226, refreshable=false
2021-03-07T16:21:08.226Z [AUDIT] Token created by 'jffe@000': tokenId='3b1719a9-3bac-44d8-8cdd-069a53fbe06f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615134668226, refreshable=false
2021-03-07T16:31:08.335Z [AUDIT] Token created by 'jffe@000': tokenId='0300d880-25c8-45de-9027-7b62a3a5d589', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615135268335, refreshable=false
2021-03-07T16:31:08.337Z [AUDIT] Token created by 'jffe@000': tokenId='184817e5-b62b-4f3f-8f21-c17365032371', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615135268337, refreshable=false
2021-03-07T16:31:08.337Z [AUDIT] Token created by 'jffe@000': tokenId='94742831-d500-4cb5-b92d-18e75bf24b7a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615135268337, refreshable=false
2021-03-07T16:31:08.343Z [AUDIT] Token created by 'jffe@000': tokenId='37f848a1-4ab0-4af6-af92-5f42031bfe1d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615135268343, refreshable=false
2021-03-07T18:43:31.868Z [AUDIT] Token created by 'anonymous': tokenId='f86ae181-d6c4-4d34-9406-24c0159baf9d', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T18:43:35.590Z [AUDIT] Token created by 'anonymous': tokenId='99943e03-3f70-4347-86f3-35c40f42862e', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615142735566, refreshable=false
2021-03-07T18:43:35.747Z [AUDIT] Token created by 'anonymous': tokenId='939da40c-bdc0-469d-ab7e-283350cd9dc4', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615142735741, refreshable=false
2021-03-07T18:43:35.988Z [AUDIT] Token created by 'anonymous': tokenId='ac6896da-8393-41c2-aba8-7d487331b171', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615142735977, refreshable=false
2021-03-07T18:43:36.424Z [AUDIT] Token created by 'anonymous': tokenId='21e62a73-a92c-4467-aa3a-5061344d598c', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615142736414, refreshable=false
2021-03-07T18:43:37.219Z [AUDIT] Token created by 'anonymous': tokenId='b1ec1469-07b0-4446-b661-1612d02ecee9', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T18:43:37.247Z [AUDIT] Token created by 'anonymous': tokenId='551a3f38-a4f2-4099-a9ab-cf67002440fb', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615142737241, refreshable=false
2021-03-07T18:43:37.735Z [AUDIT] Token created by 'anonymous': tokenId='fc33d62e-c1d4-4efd-8ce7-272ec5f69889', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T18:43:37.806Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='715d8969-36e0-4bf5-bdcc-8054551aa5f4', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615229017802, refreshable=true
2021-03-07T18:43:37.812Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='68e2c49b-79a3-427d-be3c-16f3f7419677', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615229017808, refreshable=true
2021-03-07T18:43:37.822Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='d2cd4d74-c2a8-4739-8433-01f18dd869e7', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615229017819, refreshable=true
2021-03-07T18:43:37.846Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='3c6347d0-33d8-439d-a231-418493336428', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615229017803, refreshable=true
2021-03-07T18:43:42.883Z [AUDIT] Token created by 'anonymous': tokenId='305cb372-5d23-42d0-976f-5e26bf392a75', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T18:43:45.301Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='477134f5-150e-4133-a55c-670673d495cf', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2561222625291, refreshable=false
2021-03-07T18:43:56.578Z [AUDIT] Token created by 'anonymous': tokenId='c7a9e842-1664-4359-8960-6481ca1ddd9d', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T18:43:56.667Z [AUDIT] Token created by 'jffe@000': tokenId='578905c0-d5b2-43e1-8be9-d46089121467', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615143236667, refreshable=false
2021-03-07T18:45:45.167Z [AUDIT] Token created by 'anonymous': tokenId='738439c6-aaaf-472b-ab19-17cb4848a014', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T18:45:53.503Z [AUDIT] Token created by 'anonymous': tokenId='c8b82b10-3d54-44cf-ad62-c488e9a7797d', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615142873486, refreshable=false
2021-03-07T18:45:53.573Z [AUDIT] Token created by 'anonymous': tokenId='7f7c92bb-1d7d-4a39-9ef4-fb39b41b0301', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T18:45:53.818Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='dd359b28-7da0-4da2-a363-977251a1728b', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615229153801, refreshable=true
2021-03-07T18:45:53.819Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='59072041-3f65-490a-9040-15d9830a70dd', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615229153801, refreshable=true
2021-03-07T18:45:53.822Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='eebeaecc-89e4-40c4-9e25-a7ffe497a9a3', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615229153805, refreshable=true
2021-03-07T18:45:53.822Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='29bf072b-b324-45d1-a664-057a99a042a8', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615229153805, refreshable=true
2021-03-07T18:45:54.256Z [AUDIT] Token created by 'anonymous': tokenId='d95ce8f8-293f-4688-bf2b-7d010431f62f', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T18:45:54.287Z [AUDIT] Token created by 'anonymous': tokenId='6d596635-97cc-49c1-af7a-aae43d7e82b8', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T18:45:56.410Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='a63b1eeb-ce5e-4d49-bf52-a191108dcaca', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2561222756390, refreshable=false
2021-03-07T18:46:07.107Z [AUDIT] Token created by 'anonymous': tokenId='afac11d2-c7bb-416c-bd91-d7c8468d8833', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T18:46:07.207Z [AUDIT] Token created by 'jffe@000': tokenId='61010fb3-0469-423e-9c17-29a22043ab46', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615143367207, refreshable=false
2021-03-07T18:46:40.519Z [AUDIT] Token created by 'jffe@000': tokenId='f49d27b7-03fc-4af7-b86f-c60d51362371', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1615143400508, refreshable=false
2021-03-07T18:46:40.519Z [AUDIT] Token created by 'jffe@000': tokenId='603239ab-79e6-4b8f-bb6a-ec842774209a', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1615143400513, refreshable=false
2021-03-07T18:46:40.519Z [AUDIT] Token created by 'jffe@000': tokenId='a9e5bfd6-d71e-4ec4-bbb2-389a8d2985c4', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1615143400514, refreshable=false
2021-03-07T18:46:40.524Z [AUDIT] Token created by 'jffe@000': tokenId='587994c5-59c6-4be6-a589-99287b7168ff', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1615143400513, refreshable=false
2021-03-07T19:54:25.288Z [AUDIT] Token created by 'anonymous': tokenId='59521a16-390c-4bfa-93c7-e0b37a6c0664', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T19:54:25.509Z [AUDIT] Token revoked by 'anonymous': tokenId='738439c6-aaaf-472b-ab19-17cb4848a014', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T19:54:30.174Z [AUDIT] Token created by 'anonymous': tokenId='479a08f7-35f1-406b-97d6-75e52b2ad162', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615146990161, refreshable=false
2021-03-07T19:54:30.314Z [AUDIT] Token created by 'anonymous': tokenId='35ec7da0-9fb5-454e-b918-973ef51bba3f', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615146990307, refreshable=false
2021-03-07T19:54:30.541Z [AUDIT] Token created by 'anonymous': tokenId='82638b53-f4fd-4f7f-8ea1-df2518f848ba', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615146990535, refreshable=false
2021-03-07T19:54:30.864Z [AUDIT] Token created by 'anonymous': tokenId='bb831164-911b-4c73-b2c4-780969e414bb', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T19:54:30.877Z [AUDIT] Token revoked by 'anonymous': tokenId='7f7c92bb-1d7d-4a39-9ef4-fb39b41b0301', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T19:54:30.995Z [AUDIT] Token created by 'anonymous': tokenId='2bbcf5bb-3655-4d51-a4aa-54b6a3e4f746', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615146990991, refreshable=false
2021-03-07T19:54:31.067Z [AUDIT] Token created by 'anonymous': tokenId='da74745d-707b-4d86-beb6-85601e0da31f', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
